id,month,region_type,region_name,country,source,ns,s
1,2019-12-01,GENE,E,China,ENA,0,1
2,2019-12-01,GENE,N,China,ENA,4,1
3,2019-12-01,GENE,ORF1ab,China,ENA,18,2
4,2019-12-01,GENE,S,China,ENA,2,3
5,2020-01-01,GENE,E,China,ENA,0,1
6,2020-01-01,GENE,E,Spain,ENA,0,1
7,2020-01-01,GENE,M,Hong Kong,ENA,0,1
8,2020-01-01,GENE,M,Spain,ENA,0,6
9,2020-01-01,GENE,M,United Kingdom,ENA,9,22
10,2020-01-01,GENE,M,United States,ENA,0,10
11,2020-01-01,GENE,N,China,ENA,6,4
12,2020-01-01,GENE,N,Poland,ENA,10,3
13,2020-01-01,GENE,N,Russian Federation,ENA,9,3
14,2020-01-01,GENE,N,Spain,ENA,24,2
15,2020-01-01,GENE,N,United Kingdom,ENA,671,319
16,2020-01-01,GENE,N,United States,ENA,20,7
17,2020-01-01,GENE,ORF1ab,China,ENA,10,16
18,2020-01-01,GENE,ORF1ab,Germany,ENA,3,4
19,2020-01-01,GENE,ORF1ab,Hong Kong,ENA,0,2
20,2020-01-01,GENE,ORF1ab,Italy,ENA,1,2
21,2020-01-01,GENE,ORF1ab,Not available,ENA,0,52
22,2020-01-01,GENE,ORF1ab,Poland,ENA,22,19
23,2020-01-01,GENE,ORF1ab,Russian Federation,ENA,4,6
24,2020-01-01,GENE,ORF1ab,Spain,ENA,55,27
25,2020-01-01,GENE,ORF1ab,United Kingdom,ENA,493,807
26,2020-01-01,GENE,ORF1ab,United States,ENA,120,106
27,2020-01-01,GENE,ORF3a,United Kingdom,ENA,81,11
28,2020-01-01,GENE,ORF6,United Kingdom,ENA,3,3
29,2020-01-01,GENE,ORF7a,United Kingdom,ENA,17,2
30,2020-01-01,GENE,ORF7b,United States,ENA,0,1
31,2020-01-01,GENE,ORF8,China,ENA,13,1
32,2020-01-01,GENE,ORF8,Russian Federation,ENA,0,3
33,2020-01-01,GENE,ORF8,United Kingdom,ENA,32,2
34,2020-01-01,GENE,ORF8,United States,ENA,43,1
35,2020-01-01,GENE,S,China,ENA,5,1
36,2020-01-01,GENE,S,Hong Kong,ENA,1,1
37,2020-01-01,GENE,S,Poland,ENA,5,1
38,2020-01-01,GENE,S,Spain,ENA,26,1
39,2020-01-01,GENE,S,United Kingdom,ENA,511,43
40,2020-01-01,GENE,S,United States,ENA,39,14
41,2020-02-01,GENE,M,China,ENA,0,1
42,2020-02-01,GENE,M,Spain,ENA,0,1
43,2020-02-01,GENE,N,Australia,ENA,0,36
44,2020-02-01,GENE,N,Canada,ENA,0,4
45,2020-02-01,GENE,N,China,ENA,0,2
46,2020-02-01,GENE,N,Spain,ENA,14,11
47,2020-02-01,GENE,N,United Kingdom,ENA,10,5
48,2020-02-01,GENE,N,United States,ENA,1,1
49,2020-02-01,GENE,ORF10,Japan,ENA,0,2
50,2020-02-01,GENE,ORF1ab,Australia,ENA,49,51
51,2020-02-01,GENE,ORF1ab,Canada,ENA,13,3
52,2020-02-01,GENE,ORF1ab,China,ENA,11,16
53,2020-02-01,GENE,ORF1ab,Japan,ENA,11,2
54,2020-02-01,GENE,ORF1ab,Spain,ENA,29,21
55,2020-02-01,GENE,ORF1ab,United Kingdom,ENA,8,22
56,2020-02-01,GENE,ORF1ab,United States,ENA,18,14
57,2020-02-01,GENE,ORF3a,China,ENA,0,1
58,2020-02-01,GENE,ORF3a,Japan,ENA,0,1
59,2020-02-01,GENE,ORF3a,United Kingdom,ENA,0,1
60,2020-02-01,GENE,ORF7a,China,ENA,0,1
61,2020-02-01,GENE,ORF7a,United States,ENA,0,1
62,2020-02-01,GENE,ORF8,United Kingdom,ENA,2,2
63,2020-02-01,GENE,S,China,ENA,3,3
64,2020-02-01,GENE,S,United Kingdom,ENA,8,2
65,2020-02-01,GENE,S,United States,ENA,0,1
66,2020-03-01,GENE,E,Spain,ENA,24,21
67,2020-03-01,GENE,E,United Kingdom,ENA,9,2
68,2020-03-01,GENE,E,United States,ENA,7,15
69,2020-03-01,GENE,M,Spain,ENA,74,70
70,2020-03-01,GENE,M,Tunisia,ENA,0,2
71,2020-03-01,GENE,M,United Kingdom,ENA,6,12
72,2020-03-01,GENE,M,United States,ENA,26,194
73,2020-03-01,GENE,N,Australia,ENA,37,48
74,2020-03-01,GENE,N,Brazil,ENA,17,5
75,2020-03-01,GENE,N,Chile,ENA,1,1
76,2020-03-01,GENE,N,France,ENA,4,3
77,2020-03-01,GENE,N,Germany,ENA,4,2
78,2020-03-01,GENE,N,Greece,ENA,12,9
79,2020-03-01,GENE,N,Israel,ENA,2,1
80,2020-03-01,GENE,N,Jordan,ENA,11,4
81,2020-03-01,GENE,N,Latvia,ENA,9,5
82,2020-03-01,GENE,N,Malaysia,ENA,9,1
83,2020-03-01,GENE,N,Peru,ENA,8,4
84,2020-03-01,GENE,N,Qatar,ENA,10,5
85,2020-03-01,GENE,N,Romania,ENA,4,2
86,2020-03-01,GENE,N,Spain,ENA,1716,1305
87,2020-03-01,GENE,N,Tunisia,ENA,3,1
88,2020-03-01,GENE,N,Turkey,ENA,0,1
89,2020-03-01,GENE,N,United Kingdom,ENA,337,158
90,2020-03-01,GENE,N,United States,ENA,578,216
91,2020-03-01,GENE,ORF10,Spain,ENA,92,7
92,2020-03-01,GENE,ORF10,Turkey,ENA,0,1
93,2020-03-01,GENE,ORF10,United States,ENA,33,2
94,2020-03-01,GENE,ORF1ab,Australia,ENA,78,84
95,2020-03-01,GENE,ORF1ab,Brazil,ENA,7,15
96,2020-03-01,GENE,ORF1ab,Chile,ENA,2,2
97,2020-03-01,GENE,ORF1ab,Ecuador,ENA,0,1
98,2020-03-01,GENE,ORF1ab,France,ENA,49,82
99,2020-03-01,GENE,ORF1ab,Germany,ENA,0,4
100,2020-03-01,GENE,ORF1ab,Greece,ENA,18,85
101,2020-03-01,GENE,ORF1ab,Israel,ENA,0,3
102,2020-03-01,GENE,ORF1ab,Italy,ENA,0,4
103,2020-03-01,GENE,ORF1ab,Japan,ENA,1,2
104,2020-03-01,GENE,ORF1ab,Jordan,ENA,14,9
105,2020-03-01,GENE,ORF1ab,Latvia,ENA,9,20
106,2020-03-01,GENE,ORF1ab,Malaysia,ENA,25,13
107,2020-03-01,GENE,ORF1ab,Not available,ENA,2,2
108,2020-03-01,GENE,ORF1ab,"Palestine, State of",ENA,7,17
109,2020-03-01,GENE,ORF1ab,Peru,ENA,15,21
110,2020-03-01,GENE,ORF1ab,Qatar,ENA,5,5
111,2020-03-01,GENE,ORF1ab,Romania,ENA,4,29
112,2020-03-01,GENE,ORF1ab,Spain,ENA,3546,5578
113,2020-03-01,GENE,ORF1ab,Switzerland,ENA,11,82
114,2020-03-01,GENE,ORF1ab,Tunisia,ENA,7,16
115,2020-03-01,GENE,ORF1ab,United Kingdom,ENA,413,510
116,2020-03-01,GENE,ORF1ab,United States,ENA,4098,6564
117,2020-03-01,GENE,ORF1ab,Uruguay,ENA,0,4
118,2020-03-01,GENE,ORF3a,Greece,ENA,4,1
119,2020-03-01,GENE,ORF3a,Jordan,ENA,4,2
120,2020-03-01,GENE,ORF3a,Peru,ENA,2,1
121,2020-03-01,GENE,ORF3a,Romania,ENA,0,1
122,2020-03-01,GENE,ORF3a,Spain,ENA,1210,268
123,2020-03-01,GENE,ORF3a,United Kingdom,ENA,113,6
124,2020-03-01,GENE,ORF3a,United States,ENA,2147,77
125,2020-03-01,GENE,ORF3a,Uruguay,ENA,0,2
126,2020-03-01,GENE,ORF6,Spain,ENA,9,9
127,2020-03-01,GENE,ORF6,United Kingdom,ENA,3,1
128,2020-03-01,GENE,ORF6,United States,ENA,21,23
129,2020-03-01,GENE,ORF7a,Spain,ENA,22,9
130,2020-03-01,GENE,ORF7a,United Kingdom,ENA,4,4
131,2020-03-01,GENE,ORF7a,United States,ENA,83,13
132,2020-03-01,GENE,ORF7b,Australia,ENA,0,1
133,2020-03-01,GENE,ORF7b,Greece,ENA,0,1
134,2020-03-01,GENE,ORF7b,Spain,ENA,6,10
135,2020-03-01,GENE,ORF7b,United Kingdom,ENA,1,1
136,2020-03-01,GENE,ORF7b,United States,ENA,5,2
137,2020-03-01,GENE,ORF8,Spain,ENA,1215,17
138,2020-03-01,GENE,ORF8,United Kingdom,ENA,6,1
139,2020-03-01,GENE,ORF8,United States,ENA,969,8
140,2020-03-01,GENE,S,Australia,ENA,25,11
141,2020-03-01,GENE,S,France,ENA,41,2
142,2020-03-01,GENE,S,Greece,ENA,28,1
143,2020-03-01,GENE,S,India,ENA,0,1
144,2020-03-01,GENE,S,Latvia,ENA,10,1
145,2020-03-01,GENE,S,Malaysia,ENA,1,10
146,2020-03-01,GENE,S,Peru,ENA,11,5
147,2020-03-01,GENE,S,Romania,ENA,14,1
148,2020-03-01,GENE,S,Spain,ENA,1977,137
149,2020-03-01,GENE,S,Switzerland,ENA,0,9
150,2020-03-01,GENE,S,Tunisia,ENA,4,2
151,2020-03-01,GENE,S,United Kingdom,ENA,264,31
152,2020-03-01,GENE,S,United States,ENA,2406,327
153,2020-04-01,GENE,E,Brazil,ENA,0,1
154,2020-04-01,GENE,E,Qatar,ENA,0,1
155,2020-04-01,GENE,E,Spain,ENA,19,26
156,2020-04-01,GENE,E,United Kingdom,ENA,10,3
157,2020-04-01,GENE,E,United States,ENA,3,4
158,2020-04-01,GENE,M,Brazil,ENA,0,1
159,2020-04-01,GENE,M,Spain,ENA,28,40
160,2020-04-01,GENE,M,United Kingdom,ENA,49,45
161,2020-04-01,GENE,M,United States,ENA,8,11
162,2020-04-01,GENE,N,Brazil,ENA,170,59
163,2020-04-01,GENE,N,Greece,ENA,3,4
164,2020-04-01,GENE,N,India,ENA,6,2
165,2020-04-01,GENE,N,"Iran, Islamic Republic of",ENA,1,1
166,2020-04-01,GENE,N,Jordan,ENA,2,1
167,2020-04-01,GENE,N,Malaysia,ENA,7,1
168,2020-04-01,GENE,N,Morocco,ENA,0,1
169,2020-04-01,GENE,N,Qatar,ENA,17,5
170,2020-04-01,GENE,N,Romania,ENA,18,9
171,2020-04-01,GENE,N,Spain,ENA,724,452
172,2020-04-01,GENE,N,Sweden,ENA,3,1
173,2020-04-01,GENE,N,United Kingdom,ENA,1707,779
174,2020-04-01,GENE,N,United States,ENA,177,72
175,2020-04-01,GENE,ORF10,Spain,ENA,78,11
176,2020-04-01,GENE,ORF10,United Kingdom,ENA,3,1
177,2020-04-01,GENE,ORF1ab,Brazil,ENA,36,151
178,2020-04-01,GENE,ORF1ab,France,ENA,0,12
179,2020-04-01,GENE,ORF1ab,Greece,ENA,4,8
180,2020-04-01,GENE,ORF1ab,India,ENA,16,7
181,2020-04-01,GENE,ORF1ab,"Iran, Islamic Republic of",ENA,6,2
182,2020-04-01,GENE,ORF1ab,Jordan,ENA,0,3
183,2020-04-01,GENE,ORF1ab,Malaysia,ENA,10,8
184,2020-04-01,GENE,ORF1ab,Mexico,ENA,0,2
185,2020-04-01,GENE,ORF1ab,Morocco,ENA,1,3
186,2020-04-01,GENE,ORF1ab,Philippines,ENA,2,1
187,2020-04-01,GENE,ORF1ab,Qatar,ENA,52,76
188,2020-04-01,GENE,ORF1ab,Romania,ENA,5,27
189,2020-04-01,GENE,ORF1ab,Spain,ENA,1587,3267
190,2020-04-01,GENE,ORF1ab,Sweden,ENA,11,12
191,2020-04-01,GENE,ORF1ab,Switzerland,ENA,0,2
192,2020-04-01,GENE,ORF1ab,Tunisia,ENA,1,3
193,2020-04-01,GENE,ORF1ab,United Kingdom,ENA,1319,2100
194,2020-04-01,GENE,ORF1ab,United States,ENA,1092,1662
195,2020-04-01,GENE,ORF3a,Brazil,ENA,11,2
196,2020-04-01,GENE,ORF3a,Spain,ENA,281,111
197,2020-04-01,GENE,ORF3a,United Kingdom,ENA,226,28
198,2020-04-01,GENE,ORF3a,United States,ENA,533,36
199,2020-04-01,GENE,ORF6,Qatar,ENA,0,1
200,2020-04-01,GENE,ORF6,Spain,ENA,11,6
201,2020-04-01,GENE,ORF6,United Kingdom,ENA,8,10
202,2020-04-01,GENE,ORF6,United States,ENA,10,7
203,2020-04-01,GENE,ORF7a,Malaysia,ENA,0,2
204,2020-04-01,GENE,ORF7a,Qatar,ENA,0,1
205,2020-04-01,GENE,ORF7a,Spain,ENA,24,8
206,2020-04-01,GENE,ORF7a,Sweden,ENA,0,1
207,2020-04-01,GENE,ORF7a,United Kingdom,ENA,48,7
208,2020-04-01,GENE,ORF7a,United States,ENA,4,1
209,2020-04-01,GENE,ORF8,Brazil,ENA,0,2
210,2020-04-01,GENE,ORF8,Spain,ENA,253,10
211,2020-04-01,GENE,ORF8,United Kingdom,ENA,33,8
212,2020-04-01,GENE,ORF8,United States,ENA,123,7
213,2020-04-01,GENE,S,Brazil,ENA,63,5
214,2020-04-01,GENE,S,India,ENA,0,6
215,2020-04-01,GENE,S,"Iran, Islamic Republic of",ENA,1,1
216,2020-04-01,GENE,S,Malaysia,ENA,4,4
217,2020-04-01,GENE,S,Philippines,ENA,0,1
218,2020-04-01,GENE,S,Qatar,ENA,22,3
219,2020-04-01,GENE,S,Spain,ENA,1370,104
220,2020-04-01,GENE,S,United Kingdom,ENA,1182,124
221,2020-04-01,GENE,S,United States,ENA,689,78
222,2020-05-01,GENE,E,Spain,ENA,2,3
223,2020-05-01,GENE,M,Bangladesh,ENA,0,1
224,2020-05-01,GENE,M,India,ENA,8,48
225,2020-05-01,GENE,M,Qatar,ENA,0,1
226,2020-05-01,GENE,M,Spain,ENA,2,16
227,2020-05-01,GENE,M,United Kingdom,ENA,4,11
228,2020-05-01,GENE,M,United States,ENA,1,1
229,2020-05-01,GENE,N,Bangladesh,ENA,6,3
230,2020-05-01,GENE,N,Brazil,ENA,66,21
231,2020-05-01,GENE,N,India,ENA,169,68
232,2020-05-01,GENE,N,Italy,ENA,4,2
233,2020-05-01,GENE,N,Latvia,ENA,4,2
234,2020-05-01,GENE,N,Poland,ENA,308,135
235,2020-05-01,GENE,N,Romania,ENA,2,1
236,2020-05-01,GENE,N,Spain,ENA,112,59
237,2020-05-01,GENE,N,United Kingdom,ENA,158,73
238,2020-05-01,GENE,N,United States,ENA,44,7
239,2020-05-01,GENE,ORF10,Brazil,ENA,0,1
240,2020-05-01,GENE,ORF10,Qatar,ENA,0,1
241,2020-05-01,GENE,ORF10,Spain,ENA,3,3
242,2020-05-01,GENE,ORF1ab,Bangladesh,ENA,9,7
243,2020-05-01,GENE,ORF1ab,Brazil,ENA,19,69
244,2020-05-01,GENE,ORF1ab,India,ENA,169,366
245,2020-05-01,GENE,ORF1ab,Italy,ENA,6,6
246,2020-05-01,GENE,ORF1ab,Latvia,ENA,10,10
247,2020-05-01,GENE,ORF1ab,Poland,ENA,678,538
248,2020-05-01,GENE,ORF1ab,Qatar,ENA,36,47
249,2020-05-01,GENE,ORF1ab,Romania,ENA,4,13
250,2020-05-01,GENE,ORF1ab,Spain,ENA,315,471
251,2020-05-01,GENE,ORF1ab,United Kingdom,ENA,118,224
252,2020-05-01,GENE,ORF1ab,United States,ENA,156,240
253,2020-05-01,GENE,ORF3a,India,ENA,95,1
254,2020-05-01,GENE,ORF3a,Spain,ENA,54,15
255,2020-05-01,GENE,ORF6,Brazil,ENA,21,1
256,2020-05-01,GENE,ORF6,India,ENA,0,4
257,2020-05-01,GENE,ORF6,Spain,ENA,0,6
258,2020-05-01,GENE,ORF6,United Kingdom,ENA,0,2
259,2020-05-01,GENE,ORF7a,Romania,ENA,0,1
260,2020-05-01,GENE,ORF7a,Spain,ENA,2,1
261,2020-05-01,GENE,ORF7b,Spain,ENA,1,1
262,2020-05-01,GENE,ORF7b,United Kingdom,ENA,0,1
263,2020-05-01,GENE,ORF8,Poland,ENA,3,1
264,2020-05-01,GENE,ORF8,Qatar,ENA,2,1
265,2020-05-01,GENE,ORF8,Spain,ENA,38,3
266,2020-05-01,GENE,ORF8,United Kingdom,ENA,7,1
267,2020-05-01,GENE,S,Brazil,ENA,24,2
268,2020-05-01,GENE,S,India,ENA,88,29
269,2020-05-01,GENE,S,Italy,ENA,3,2
270,2020-05-01,GENE,S,Poland,ENA,194,24
271,2020-05-01,GENE,S,Qatar,ENA,27,2
272,2020-05-01,GENE,S,Spain,ENA,221,24
273,2020-05-01,GENE,S,United Kingdom,ENA,126,16
274,2020-05-01,GENE,S,United States,ENA,108,13
275,2020-06-01,GENE,E,India,ENA,6,4
276,2020-06-01,GENE,E,"Palestine, State of",ENA,3,1
277,2020-06-01,GENE,E,Spain,ENA,1,1
278,2020-06-01,GENE,M,Brazil,ENA,0,2
279,2020-06-01,GENE,M,India,ENA,19,699
280,2020-06-01,GENE,M,Malaysia,ENA,2,1
281,2020-06-01,GENE,M,Peru,ENA,2,3
282,2020-06-01,GENE,M,Spain,ENA,0,80
283,2020-06-01,GENE,M,United Kingdom,ENA,0,5
284,2020-06-01,GENE,M,United States,ENA,0,1
285,2020-06-01,GENE,N,Brazil,ENA,73,31
286,2020-06-01,GENE,N,India,ENA,781,112
287,2020-06-01,GENE,N,"Iran, Islamic Republic of",ENA,2,4
288,2020-06-01,GENE,N,Malaysia,ENA,4,5
289,2020-06-01,GENE,N,Not available,ENA,0,2
290,2020-06-01,GENE,N,"Palestine, State of",ENA,10,7
291,2020-06-01,GENE,N,Peru,ENA,162,97
292,2020-06-01,GENE,N,Philippines,ENA,13,10
293,2020-06-01,GENE,N,Qatar,ENA,21,5
294,2020-06-01,GENE,N,Spain,ENA,157,42
295,2020-06-01,GENE,N,United Kingdom,ENA,31,16
296,2020-06-01,GENE,N,United States,ENA,15,1
297,2020-06-01,GENE,ORF10,Spain,ENA,74,1
298,2020-06-01,GENE,ORF10,United States,ENA,1,2
299,2020-06-01,GENE,ORF1ab,Brazil,ENA,34,68
300,2020-06-01,GENE,ORF1ab,Greece,ENA,9,6
301,2020-06-01,GENE,ORF1ab,India,ENA,1269,3213
302,2020-06-01,GENE,ORF1ab,"Iran, Islamic Republic of",ENA,13,2
303,2020-06-01,GENE,ORF1ab,Israel,ENA,1,4
304,2020-06-01,GENE,ORF1ab,Malaysia,ENA,8,6
305,2020-06-01,GENE,ORF1ab,Not available,ENA,8,2
306,2020-06-01,GENE,ORF1ab,"Palestine, State of",ENA,9,24
307,2020-06-01,GENE,ORF1ab,Peru,ENA,331,253
308,2020-06-01,GENE,ORF1ab,Philippines,ENA,5,20
309,2020-06-01,GENE,ORF1ab,Qatar,ENA,48,57
310,2020-06-01,GENE,ORF1ab,Spain,ENA,317,606
311,2020-06-01,GENE,ORF1ab,Turkey,ENA,0,1
312,2020-06-01,GENE,ORF1ab,United Kingdom,ENA,20,53
313,2020-06-01,GENE,ORF1ab,United States,ENA,109,156
314,2020-06-01,GENE,ORF3a,Brazil,ENA,2,4
315,2020-06-01,GENE,ORF3a,India,ENA,844,38
316,2020-06-01,GENE,ORF3a,Peru,ENA,17,7
317,2020-06-01,GENE,ORF3a,Qatar,ENA,27,1
318,2020-06-01,GENE,ORF3a,Spain,ENA,45,9
319,2020-06-01,GENE,ORF3a,United Kingdom,ENA,1,1
320,2020-06-01,GENE,ORF3a,United States,ENA,11,3
321,2020-06-01,GENE,ORF6,India,ENA,7,21
322,2020-06-01,GENE,ORF6,Peru,ENA,0,2
323,2020-06-01,GENE,ORF6,Qatar,ENA,0,2
324,2020-06-01,GENE,ORF7a,India,ENA,9,12
325,2020-06-01,GENE,ORF7a,Peru,ENA,18,7
326,2020-06-01,GENE,ORF7b,India,ENA,6,1
327,2020-06-01,GENE,ORF7b,Peru,ENA,2,1
328,2020-06-01,GENE,ORF8,Brazil,ENA,2,1
329,2020-06-01,GENE,ORF8,India,ENA,47,40
330,2020-06-01,GENE,ORF8,Peru,ENA,6,1
331,2020-06-01,GENE,ORF8,Spain,ENA,44,7
332,2020-06-01,GENE,ORF8,United States,ENA,2,1
333,2020-06-01,GENE,S,Brazil,ENA,32,3
334,2020-06-01,GENE,S,India,ENA,1016,509
335,2020-06-01,GENE,S,"Iran, Islamic Republic of",ENA,2,3
336,2020-06-01,GENE,S,Israel,ENA,0,1
337,2020-06-01,GENE,S,Malaysia,ENA,2,4
338,2020-06-01,GENE,S,Peru,ENA,116,65
339,2020-06-01,GENE,S,Qatar,ENA,35,3
340,2020-06-01,GENE,S,Spain,ENA,285,70
341,2020-06-01,GENE,S,United Kingdom,ENA,18,3
342,2020-06-01,GENE,S,United States,ENA,39,1
343,2020-07-01,GENE,E,India,ENA,7,4
344,2020-07-01,GENE,E,"Palestine, State of",ENA,3,1
345,2020-07-01,GENE,E,Philippines,ENA,1,1
346,2020-07-01,GENE,M,Brazil,ENA,4,5
347,2020-07-01,GENE,M,India,ENA,5,280
348,2020-07-01,GENE,M,"Palestine, State of",ENA,0,1
349,2020-07-01,GENE,M,Qatar,ENA,0,2
350,2020-07-01,GENE,M,Spain,ENA,3,141
351,2020-07-01,GENE,M,United Kingdom,ENA,0,4
352,2020-07-01,GENE,M,United States,ENA,4,7
353,2020-07-01,GENE,N,Brazil,ENA,145,59
354,2020-07-01,GENE,N,India,ENA,307,46
355,2020-07-01,GENE,N,"Palestine, State of",ENA,23,16
356,2020-07-01,GENE,N,Philippines,ENA,36,24
357,2020-07-01,GENE,N,Qatar,ENA,15,3
358,2020-07-01,GENE,N,Spain,ENA,249,68
359,2020-07-01,GENE,N,Switzerland,ENA,2,1
360,2020-07-01,GENE,N,United Kingdom,ENA,9,4
361,2020-07-01,GENE,N,United States,ENA,107,35
362,2020-07-01,GENE,ORF10,Brazil,ENA,1,1
363,2020-07-01,GENE,ORF10,India,ENA,1,5
364,2020-07-01,GENE,ORF10,Spain,ENA,136,1
365,2020-07-01,GENE,ORF10,United States,ENA,9,2
366,2020-07-01,GENE,ORF1ab,Brazil,ENA,82,159
367,2020-07-01,GENE,ORF1ab,Ecuador,ENA,1,2
368,2020-07-01,GENE,ORF1ab,India,ENA,1253,2335
369,2020-07-01,GENE,ORF1ab,Israel,ENA,1,4
370,2020-07-01,GENE,ORF1ab,Italy,ENA,2,2
371,2020-07-01,GENE,ORF1ab,"Palestine, State of",ENA,25,49
372,2020-07-01,GENE,ORF1ab,Philippines,ENA,37,53
373,2020-07-01,GENE,ORF1ab,Qatar,ENA,25,22
374,2020-07-01,GENE,ORF1ab,Spain,ENA,407,846
375,2020-07-01,GENE,ORF1ab,Switzerland,ENA,1,2
376,2020-07-01,GENE,ORF1ab,United Kingdom,ENA,23,13
377,2020-07-01,GENE,ORF1ab,United States,ENA,284,370
378,2020-07-01,GENE,ORF3a,Brazil,ENA,13,3
379,2020-07-01,GENE,ORF3a,India,ENA,269,38
380,2020-07-01,GENE,ORF3a,Spain,ENA,36,10
381,2020-07-01,GENE,ORF3a,United States,ENA,84,2
382,2020-07-01,GENE,ORF6,India,ENA,3,63
383,2020-07-01,GENE,ORF6,Spain,ENA,13,3
384,2020-07-01,GENE,ORF7a,India,ENA,14,37
385,2020-07-01,GENE,ORF7a,Spain,ENA,12,1
386,2020-07-01,GENE,ORF7a,United States,ENA,6,6
387,2020-07-01,GENE,ORF7b,Brazil,ENA,3,1
388,2020-07-01,GENE,ORF7b,Spain,ENA,0,1
389,2020-07-01,GENE,ORF7b,United States,ENA,1,1
390,2020-07-01,GENE,ORF8,Brazil,ENA,4,1
391,2020-07-01,GENE,ORF8,India,ENA,108,12
392,2020-07-01,GENE,ORF8,Spain,ENA,34,20
393,2020-07-01,GENE,ORF8,United States,ENA,32,2
394,2020-07-01,GENE,S,Brazil,ENA,74,16
395,2020-07-01,GENE,S,India,ENA,748,320
396,2020-07-01,GENE,S,Philippines,ENA,26,3
397,2020-07-01,GENE,S,Qatar,ENA,16,1
398,2020-07-01,GENE,S,Spain,ENA,425,79
399,2020-07-01,GENE,S,United Kingdom,ENA,7,3
400,2020-07-01,GENE,S,United States,ENA,110,27
401,2020-08-01,GENE,E,India,ENA,6,3
402,2020-08-01,GENE,E,Peru,ENA,0,1
403,2020-08-01,GENE,E,Spain,ENA,2,1
404,2020-08-01,GENE,E,United Kingdom,ENA,3,4
405,2020-08-01,GENE,M,Brazil,ENA,0,1
406,2020-08-01,GENE,M,India,ENA,13,140
407,2020-08-01,GENE,M,Peru,ENA,3,5
408,2020-08-01,GENE,M,Poland,ENA,0,1
409,2020-08-01,GENE,M,Qatar,ENA,2,1
410,2020-08-01,GENE,M,Spain,ENA,3,360
411,2020-08-01,GENE,M,United Kingdom,ENA,10,123
412,2020-08-01,GENE,M,United States,ENA,1,24
413,2020-08-01,GENE,N,Brazil,ENA,38,14
414,2020-08-01,GENE,N,Denmark,ENA,3,1
415,2020-08-01,GENE,N,India,ENA,313,27
416,2020-08-01,GENE,N,"Palestine, State of",ENA,18,18
417,2020-08-01,GENE,N,Peru,ENA,99,58
418,2020-08-01,GENE,N,Poland,ENA,51,22
419,2020-08-01,GENE,N,Qatar,ENA,25,4
420,2020-08-01,GENE,N,Spain,ENA,471,76
421,2020-08-01,GENE,N,United Kingdom,ENA,534,247
422,2020-08-01,GENE,N,United States,ENA,138,43
423,2020-08-01,GENE,ORF10,India,ENA,8,7
424,2020-08-01,GENE,ORF10,Spain,ENA,355,1
425,2020-08-01,GENE,ORF10,United Kingdom,ENA,53,9
426,2020-08-01,GENE,ORF10,United States,ENA,2,2
427,2020-08-01,GENE,ORF1ab,Brazil,ENA,25,46
428,2020-08-01,GENE,ORF1ab,Denmark,ENA,0,6
429,2020-08-01,GENE,ORF1ab,India,ENA,764,1492
430,2020-08-01,GENE,ORF1ab,"Palestine, State of",ENA,22,47
431,2020-08-01,GENE,ORF1ab,Peru,ENA,193,142
432,2020-08-01,GENE,ORF1ab,Poland,ENA,81,95
433,2020-08-01,GENE,ORF1ab,Qatar,ENA,53,51
434,2020-08-01,GENE,ORF1ab,Spain,ENA,829,1809
435,2020-08-01,GENE,ORF1ab,Switzerland,ENA,1,2
436,2020-08-01,GENE,ORF1ab,United Kingdom,ENA,917,1062
437,2020-08-01,GENE,ORF1ab,United States,ENA,326,414
438,2020-08-01,GENE,ORF3a,Brazil,ENA,3,3
439,2020-08-01,GENE,ORF3a,Denmark,ENA,1,1
440,2020-08-01,GENE,ORF3a,India,ENA,190,15
441,2020-08-01,GENE,ORF3a,"Palestine, State of",ENA,8,2
442,2020-08-01,GENE,ORF3a,Peru,ENA,10,6
443,2020-08-01,GENE,ORF3a,Spain,ENA,49,31
444,2020-08-01,GENE,ORF3a,United Kingdom,ENA,110,20
445,2020-08-01,GENE,ORF3a,United States,ENA,95,4
446,2020-08-01,GENE,ORF6,India,ENA,3,19
447,2020-08-01,GENE,ORF6,Qatar,ENA,0,1
448,2020-08-01,GENE,ORF6,Spain,ENA,12,1
449,2020-08-01,GENE,ORF6,United Kingdom,ENA,2,2
450,2020-08-01,GENE,ORF7a,India,ENA,5,11
451,2020-08-01,GENE,ORF7a,Peru,ENA,1,1
452,2020-08-01,GENE,ORF7a,Spain,ENA,7,1
453,2020-08-01,GENE,ORF7a,United Kingdom,ENA,21,18
454,2020-08-01,GENE,ORF7a,United States,ENA,4,3
455,2020-08-01,GENE,ORF7b,United Kingdom,ENA,1,20
456,2020-08-01,GENE,ORF8,Brazil,ENA,3,1
457,2020-08-01,GENE,ORF8,India,ENA,120,6
458,2020-08-01,GENE,ORF8,Peru,ENA,2,2
459,2020-08-01,GENE,ORF8,Spain,ENA,38,188
460,2020-08-01,GENE,ORF8,United Kingdom,ENA,10,58
461,2020-08-01,GENE,ORF8,United States,ENA,40,10
462,2020-08-01,GENE,S,Brazil,ENA,22,4
463,2020-08-01,GENE,S,Denmark,ENA,4,1
464,2020-08-01,GENE,S,India,ENA,470,226
465,2020-08-01,GENE,S,"Palestine, State of",ENA,11,1
466,2020-08-01,GENE,S,Peru,ENA,84,33
