id,month,region_type,region_name,country,source,ns,s
7529,2020-11-01,GENE,ORF8,New Zealand,GISAID,5,9
7530,2020-11-01,GENE,ORF8,North Macedonia,GISAID,4,2
7531,2020-11-01,GENE,ORF8,Norway,GISAID,41,81
7532,2020-11-01,GENE,ORF8,Not available,GISAID,22,5
7533,2020-11-01,GENE,ORF8,Pakistan,GISAID,23,11
7534,2020-11-01,GENE,ORF8,Panama,GISAID,6,1
7535,2020-11-01,GENE,ORF8,Philippines,GISAID,59,23
7536,2020-11-01,GENE,ORF8,Portugal,GISAID,37,185
7537,2020-11-01,GENE,ORF8,Romania,GISAID,26,1
7538,2020-11-01,GENE,ORF8,Russian Federation,GISAID,115,54
7539,2020-11-01,GENE,ORF8,Singapore,GISAID,18,5
7540,2020-11-01,GENE,ORF8,Slovakia,GISAID,10,1
7541,2020-11-01,GENE,ORF8,Slovenia,GISAID,42,8
7542,2020-11-01,GENE,ORF8,South Africa,GISAID,93,560
7543,2020-11-01,GENE,ORF8,Spain,GISAID,97,316
7544,2020-11-01,GENE,ORF8,Sweden,GISAID,19,19
7545,2020-11-01,GENE,ORF8,Switzerland,GISAID,563,306
7546,2020-11-01,GENE,ORF8,"Taiwan, Province of China",GISAID,1,3
7547,2020-11-01,GENE,ORF8,Trinidad and Tobago,GISAID,0,2
7548,2020-11-01,GENE,ORF8,Tunisia,GISAID,3,1
7549,2020-11-01,GENE,ORF8,Turkey,GISAID,3,4
7550,2020-11-01,GENE,ORF8,United Arab Emirates,GISAID,20,17
7551,2020-11-01,GENE,ORF8,United Kingdom,GISAID,6661,19840
7552,2020-11-01,GENE,ORF8,United States,GISAID,13003,1383
7553,2020-11-01,GENE,ORF8,Zimbabwe,GISAID,0,2
7554,2020-11-01,GENE,S,Argentina,GISAID,250,36
7555,2020-11-01,GENE,S,Australia,GISAID,197,70
7556,2020-11-01,GENE,S,Austria,GISAID,745,168
7557,2020-11-01,GENE,S,Bahamas,GISAID,18,18
7558,2020-11-01,GENE,S,Bahrain,GISAID,61,24
7559,2020-11-01,GENE,S,Bangladesh,GISAID,99,15
7560,2020-11-01,GENE,S,Belarus,GISAID,31,4
7561,2020-11-01,GENE,S,Belgium,GISAID,925,127
7562,2020-11-01,GENE,S,Bermuda,GISAID,35,10
7563,2020-11-01,GENE,S,Bosnia and Herzegovina,GISAID,10,4
7564,2020-11-01,GENE,S,Botswana,GISAID,48,1
7565,2020-11-01,GENE,S,Brazil,GISAID,1612,180
7566,2020-11-01,GENE,S,Bulgaria,GISAID,21,4
7567,2020-11-01,GENE,S,Burkina Faso,GISAID,12,2
7568,2020-11-01,GENE,S,Cambodia,GISAID,37,14
7569,2020-11-01,GENE,S,Cameroon,GISAID,15,7
7570,2020-11-01,GENE,S,Canada,GISAID,6028,2437
7571,2020-11-01,GENE,S,Chile,GISAID,29,15
7572,2020-11-01,GENE,S,Colombia,GISAID,36,14
7573,2020-11-01,GENE,S,Costa Rica,GISAID,44,13
7574,2020-11-01,GENE,S,Croatia,GISAID,59,19
7575,2020-11-01,GENE,S,Cyprus,GISAID,32,15
7576,2020-11-01,GENE,S,Czechia,GISAID,105,48
7577,2020-11-01,GENE,S,Denmark,GISAID,21247,4923
7578,2020-11-01,GENE,S,Dominican Republic,GISAID,1,1
7579,2020-11-01,GENE,S,Egypt,GISAID,37,12
7580,2020-11-01,GENE,S,Equatorial Guinea,GISAID,7,1
7581,2020-11-01,GENE,S,Estonia,GISAID,79,49
7582,2020-11-01,GENE,S,Ethiopia,GISAID,1,2
7583,2020-11-01,GENE,S,Finland,GISAID,510,122
7584,2020-11-01,GENE,S,France,GISAID,974,185
7585,2020-11-01,GENE,S,Georgia,GISAID,5,1
7586,2020-11-01,GENE,S,Germany,GISAID,2124,579
7587,2020-11-01,GENE,S,Ghana,GISAID,67,16
7588,2020-11-01,GENE,S,Greece,GISAID,668,192
7589,2020-11-01,GENE,S,Guam,GISAID,2,1
7590,2020-11-01,GENE,S,Guatemala,GISAID,29,12
7591,2020-11-01,GENE,S,Haiti,GISAID,16,8
7592,2020-11-01,GENE,S,Hong Kong,GISAID,346,438
7593,2020-11-01,GENE,S,Iceland,GISAID,878,155
7594,2020-11-01,GENE,S,India,GISAID,1309,589
7595,2020-11-01,GENE,S,Indonesia,GISAID,141,66
7596,2020-11-01,GENE,S,"Iran, Islamic Republic of",GISAID,45,16
7597,2020-11-01,GENE,S,Ireland,GISAID,619,148
7598,2020-11-01,GENE,S,Italy,GISAID,1160,146
7599,2020-11-01,GENE,S,Japan,GISAID,5207,562
7600,2020-11-01,GENE,S,Jordan,GISAID,92,24
7601,2020-11-01,GENE,S,Kenya,GISAID,303,94
7602,2020-11-01,GENE,S,Latvia,GISAID,2,1
7603,2020-11-01,GENE,S,Lesotho,GISAID,10,3
7604,2020-11-01,GENE,S,Liechtenstein,GISAID,4,1
7605,2020-11-01,GENE,S,Lithuania,GISAID,100,8
7606,2020-11-01,GENE,S,Luxembourg,GISAID,2450,176
7607,2020-11-01,GENE,S,Madagascar,GISAID,50,5
7608,2020-11-01,GENE,S,Malawi,GISAID,16,1
7609,2020-11-01,GENE,S,Malaysia,GISAID,171,90
7610,2020-11-01,GENE,S,Mauritius,GISAID,15,1
7611,2020-11-01,GENE,S,Mexico,GISAID,580,128
7612,2020-11-01,GENE,S,Mongolia,GISAID,8,1
7613,2020-11-01,GENE,S,Mozambique,GISAID,220,45
7614,2020-11-01,GENE,S,Netherlands,GISAID,2522,269
7615,2020-11-01,GENE,S,New Zealand,GISAID,106,33
7616,2020-11-01,GENE,S,Nigeria,GISAID,52,11
7617,2020-11-01,GENE,S,Northern Mariana Islands,GISAID,13,5
7618,2020-11-01,GENE,S,North Macedonia,GISAID,44,22
7619,2020-11-01,GENE,S,Norway,GISAID,824,260
7620,2020-11-01,GENE,S,Not available,GISAID,368,92
7621,2020-11-01,GENE,S,Pakistan,GISAID,52,28
7622,2020-11-01,GENE,S,"Palestine, State of",GISAID,54,13
7623,2020-11-01,GENE,S,Panama,GISAID,22,13
7624,2020-11-01,GENE,S,Peru,GISAID,96,39
7625,2020-11-01,GENE,S,Philippines,GISAID,756,277
7626,2020-11-01,GENE,S,Poland,GISAID,7,2
7627,2020-11-01,GENE,S,Portugal,GISAID,1023,112
7628,2020-11-01,GENE,S,Romania,GISAID,90,37
7629,2020-11-01,GENE,S,Russian Federation,GISAID,923,199
7630,2020-11-01,GENE,S,Rwanda,GISAID,9,8
7631,2020-11-01,GENE,S,Serbia,GISAID,13,8
7632,2020-11-01,GENE,S,Singapore,GISAID,99,55
7633,2020-11-01,GENE,S,Slovakia,GISAID,127,56
7634,2020-11-01,GENE,S,Slovenia,GISAID,569,142
7635,2020-11-01,GENE,S,South Africa,GISAID,4426,189
7636,2020-11-01,GENE,S,Spain,GISAID,1677,157
7637,2020-11-01,GENE,S,Sweden,GISAID,651,81
7638,2020-11-01,GENE,S,Switzerland,GISAID,8119,1276
7639,2020-11-01,GENE,S,"Taiwan, Province of China",GISAID,20,10
7640,2020-11-01,GENE,S,Thailand,GISAID,24,6
7641,2020-11-01,GENE,S,Trinidad and Tobago,GISAID,3,4
7642,2020-11-01,GENE,S,Tunisia,GISAID,45,6
7643,2020-11-01,GENE,S,Turkey,GISAID,63,28
7644,2020-11-01,GENE,S,Uganda,GISAID,155,69
7645,2020-11-01,GENE,S,United Arab Emirates,GISAID,164,49
7646,2020-11-01,GENE,S,United Kingdom,GISAID,103625,18463
7647,2020-11-01,GENE,S,United States,GISAID,38525,13302
7648,2020-11-01,GENE,S,Zimbabwe,GISAID,17,1
7649,2020-12-01,GENE,E,Albania,GISAID,0,1
7650,2020-12-01,GENE,E,Australia,GISAID,9,152
7651,2020-12-01,GENE,E,Austria,GISAID,9,10
7652,2020-12-01,GENE,E,Bangladesh,GISAID,1,1
7653,2020-12-01,GENE,E,Belgium,GISAID,8,5
7654,2020-12-01,GENE,E,Belize,GISAID,0,2
7655,2020-12-01,GENE,E,Brazil,GISAID,20,6
7656,2020-12-01,GENE,E,Burkina Faso,GISAID,1,2
7657,2020-12-01,GENE,E,Canada,GISAID,57,20
7658,2020-12-01,GENE,E,Chile,GISAID,0,3
7659,2020-12-01,GENE,E,Costa Rica,GISAID,1,2
7660,2020-12-01,GENE,E,Cyprus,GISAID,0,20
7661,2020-12-01,GENE,E,Czechia,GISAID,1,6
7662,2020-12-01,GENE,E,Denmark,GISAID,71,145
7663,2020-12-01,GENE,E,Egypt,GISAID,5,1
7664,2020-12-01,GENE,E,Estonia,GISAID,0,7
7665,2020-12-01,GENE,E,Finland,GISAID,2,3
7666,2020-12-01,GENE,E,France,GISAID,22,19
7667,2020-12-01,GENE,E,Germany,GISAID,39,84
7668,2020-12-01,GENE,E,Ghana,GISAID,1,1
7669,2020-12-01,GENE,E,Greece,GISAID,0,37
7670,2020-12-01,GENE,E,Iceland,GISAID,1,12
7671,2020-12-01,GENE,E,India,GISAID,64,40
7672,2020-12-01,GENE,E,Indonesia,GISAID,7,1
7673,2020-12-01,GENE,E,Ireland,GISAID,25,16
7674,2020-12-01,GENE,E,Israel,GISAID,21,45
7675,2020-12-01,GENE,E,Italy,GISAID,26,11
7676,2020-12-01,GENE,E,Japan,GISAID,65,14
7677,2020-12-01,GENE,E,Kazakhstan,GISAID,0,1
7678,2020-12-01,GENE,E,Liechtenstein,GISAID,0,1
7679,2020-12-01,GENE,E,Lithuania,GISAID,2,4
7680,2020-12-01,GENE,E,Luxembourg,GISAID,31,8
7681,2020-12-01,GENE,E,Mexico,GISAID,8,22
7682,2020-12-01,GENE,E,Netherlands,GISAID,14,149
7683,2020-12-01,GENE,E,New Zealand,GISAID,2,1
7684,2020-12-01,GENE,E,Northern Mariana Islands,GISAID,0,1
7685,2020-12-01,GENE,E,Norway,GISAID,4,47
7686,2020-12-01,GENE,E,Not available,GISAID,10,1
7687,2020-12-01,GENE,E,Peru,GISAID,3,6
7688,2020-12-01,GENE,E,Philippines,GISAID,132,5
7689,2020-12-01,GENE,E,Poland,GISAID,3,43
7690,2020-12-01,GENE,E,Portugal,GISAID,2,10
7691,2020-12-01,GENE,E,Qatar,GISAID,1,1
7692,2020-12-01,GENE,E,Russian Federation,GISAID,15,10
7693,2020-12-01,GENE,E,Rwanda,GISAID,1,1
7694,2020-12-01,GENE,E,Senegal,GISAID,0,1
7695,2020-12-01,GENE,E,Singapore,GISAID,0,3
7696,2020-12-01,GENE,E,Slovakia,GISAID,1,9
7697,2020-12-01,GENE,E,Slovenia,GISAID,0,4
7698,2020-12-01,GENE,E,South Africa,GISAID,1411,8
7699,2020-12-01,GENE,E,Spain,GISAID,36,32
7700,2020-12-01,GENE,E,Sweden,GISAID,6,24
7701,2020-12-01,GENE,E,Switzerland,GISAID,77,92
7702,2020-12-01,GENE,E,Togo,GISAID,0,1
7703,2020-12-01,GENE,E,United Arab Emirates,GISAID,6,2
7704,2020-12-01,GENE,E,United Kingdom,GISAID,613,2068
7705,2020-12-01,GENE,E,United States,GISAID,902,668
7706,2020-12-01,GENE,E,Uruguay,GISAID,0,2
7707,2020-12-01,GENE,M,Angola,GISAID,1,14
7708,2020-12-01,GENE,M,Argentina,GISAID,4,27
7709,2020-12-01,GENE,M,Australia,GISAID,312,56
7710,2020-12-01,GENE,M,Austria,GISAID,7,220
7711,2020-12-01,GENE,M,Bangladesh,GISAID,6,33
7712,2020-12-01,GENE,M,Barbados,GISAID,1,2
7713,2020-12-01,GENE,M,Belgium,GISAID,26,270
7714,2020-12-01,GENE,M,Belize,GISAID,0,6
7715,2020-12-01,GENE,M,Bermuda,GISAID,0,3
7716,2020-12-01,GENE,M,Brazil,GISAID,27,91
7717,2020-12-01,GENE,M,Brunei Darussalam,GISAID,0,2
7718,2020-12-01,GENE,M,Bulgaria,GISAID,16,61
7719,2020-12-01,GENE,M,Burkina Faso,GISAID,1,17
7720,2020-12-01,GENE,M,Cambodia,GISAID,0,4
7721,2020-12-01,GENE,M,Cameroon,GISAID,24,7
7722,2020-12-01,GENE,M,Canada,GISAID,217,1691
7723,2020-12-01,GENE,M,Chile,GISAID,2,15
7724,2020-12-01,GENE,M,China,GISAID,0,5
7725,2020-12-01,GENE,M,Colombia,GISAID,9,18
7726,2020-12-01,GENE,M,Congo,GISAID,2,2
7727,2020-12-01,GENE,M,Costa Rica,GISAID,0,11
7728,2020-12-01,GENE,M,Côte d'Ivoire,GISAID,0,1
7729,2020-12-01,GENE,M,Croatia,GISAID,1,4
7730,2020-12-01,GENE,M,Cyprus,GISAID,2,33
7731,2020-12-01,GENE,M,Czechia,GISAID,2,33
7732,2020-12-01,GENE,M,Denmark,GISAID,457,16880
7733,2020-12-01,GENE,M,Ecuador,GISAID,1,2
7734,2020-12-01,GENE,M,Egypt,GISAID,4,12
7735,2020-12-01,GENE,M,Equatorial Guinea,GISAID,0,4
7736,2020-12-01,GENE,M,Estonia,GISAID,0,16
7737,2020-12-01,GENE,M,Eswatini,GISAID,0,1
7738,2020-12-01,GENE,M,Finland,GISAID,10,138
7739,2020-12-01,GENE,M,France,GISAID,28,983
7740,2020-12-01,GENE,M,French Guiana,GISAID,0,4
7741,2020-12-01,GENE,M,French Polynesia,GISAID,0,16
7742,2020-12-01,GENE,M,Germany,GISAID,43,1034
7743,2020-12-01,GENE,M,Ghana,GISAID,3,7
7744,2020-12-01,GENE,M,Greece,GISAID,16,201
7745,2020-12-01,GENE,M,Guatemala,GISAID,3,3
7746,2020-12-01,GENE,M,Guyana,GISAID,0,1
7747,2020-12-01,GENE,M,Haiti,GISAID,0,5
7748,2020-12-01,GENE,M,Hong Kong,GISAID,5,243
7749,2020-12-01,GENE,M,Hungary,GISAID,0,2
7750,2020-12-01,GENE,M,Iceland,GISAID,13,262
7751,2020-12-01,GENE,M,India,GISAID,111,1178
7752,2020-12-01,GENE,M,Indonesia,GISAID,8,188
7753,2020-12-01,GENE,M,"Iran, Islamic Republic of",GISAID,8,9
7754,2020-12-01,GENE,M,Iraq,GISAID,0,1
7755,2020-12-01,GENE,M,Ireland,GISAID,3,195
7756,2020-12-01,GENE,M,Israel,GISAID,81,260
7757,2020-12-01,GENE,M,Italy,GISAID,54,1201
7758,2020-12-01,GENE,M,Japan,GISAID,171,306
7759,2020-12-01,GENE,M,Kazakhstan,GISAID,0,7
7760,2020-12-01,GENE,M,Kenya,GISAID,2,24
7761,2020-12-01,GENE,M,Kuwait,GISAID,0,11
7762,2020-12-01,GENE,M,Latvia,GISAID,0,4
7763,2020-12-01,GENE,M,Lebanon,GISAID,2,2
7764,2020-12-01,GENE,M,Lesotho,GISAID,0,1
7765,2020-12-01,GENE,M,Liechtenstein,GISAID,0,26
7766,2020-12-01,GENE,M,Lithuania,GISAID,24,289
7767,2020-12-01,GENE,M,Luxembourg,GISAID,44,1510
7768,2020-12-01,GENE,M,Malawi,GISAID,0,1
7769,2020-12-01,GENE,M,Malaysia,GISAID,2,28
7770,2020-12-01,GENE,M,Mexico,GISAID,25,88
7771,2020-12-01,GENE,M,Mongolia,GISAID,0,3
7772,2020-12-01,GENE,M,Morocco,GISAID,6,6
7773,2020-12-01,GENE,M,Mozambique,GISAID,1,10
7774,2020-12-01,GENE,M,Netherlands,GISAID,75,1591
7775,2020-12-01,GENE,M,New Zealand,GISAID,5,21
7776,2020-12-01,GENE,M,Nigeria,GISAID,9,32
7777,2020-12-01,GENE,M,North Macedonia,GISAID,0,5
7778,2020-12-01,GENE,M,Norway,GISAID,14,463
7779,2020-12-01,GENE,M,Not available,GISAID,10,95
7780,2020-12-01,GENE,M,Pakistan,GISAID,0,28
7781,2020-12-01,GENE,M,Panama,GISAID,0,45
7782,2020-12-01,GENE,M,Paraguay,GISAID,3,1
7783,2020-12-01,GENE,M,Peru,GISAID,5,36
7784,2020-12-01,GENE,M,Philippines,GISAID,75,100
7785,2020-12-01,GENE,M,Poland,GISAID,5,86
7786,2020-12-01,GENE,M,Portugal,GISAID,9,237
7787,2020-12-01,GENE,M,Qatar,GISAID,4,26
7788,2020-12-01,GENE,M,Romania,GISAID,2,6
7789,2020-12-01,GENE,M,Russian Federation,GISAID,14,58
7790,2020-12-01,GENE,M,Rwanda,GISAID,0,7
7791,2020-12-01,GENE,M,Saint Lucia,GISAID,0,1
7792,2020-12-01,GENE,M,Senegal,GISAID,1,2
7793,2020-12-01,GENE,M,Serbia,GISAID,1,6
7794,2020-12-01,GENE,M,Singapore,GISAID,2,62
7795,2020-12-01,GENE,M,Slovakia,GISAID,1,86
7796,2020-12-01,GENE,M,Slovenia,GISAID,6,221
7797,2020-12-01,GENE,M,South Africa,GISAID,86,185
7798,2020-12-01,GENE,M,Spain,GISAID,129,1903
7799,2020-12-01,GENE,M,Suriname,GISAID,0,4
7800,2020-12-01,GENE,M,Sweden,GISAID,55,596
7801,2020-12-01,GENE,M,Switzerland,GISAID,153,5974
7802,2020-12-01,GENE,M,"Taiwan, Province of China",GISAID,0,19
7803,2020-12-01,GENE,M,Thailand,GISAID,0,105
7804,2020-12-01,GENE,M,Togo,GISAID,2,4
7805,2020-12-01,GENE,M,Tunisia,GISAID,0,8
7806,2020-12-01,GENE,M,Turkey,GISAID,6,25
7807,2020-12-01,GENE,M,Uganda,GISAID,0,5
7808,2020-12-01,GENE,M,United Arab Emirates,GISAID,4,16
7809,2020-12-01,GENE,M,United Kingdom,GISAID,1497,21740
7810,2020-12-01,GENE,M,United States,GISAID,1671,6197
7811,2020-12-01,GENE,M,Viet Nam,GISAID,0,1
7812,2020-12-01,GENE,M,Zambia,GISAID,2,19
7813,2020-12-01,GENE,M,Zimbabwe,GISAID,7,8
7814,2020-12-01,GENE,N,Albania,GISAID,39,6
7815,2020-12-01,GENE,N,Angola,GISAID,120,123
7816,2020-12-01,GENE,N,Argentina,GISAID,260,172
7817,2020-12-01,GENE,N,Australia,GISAID,473,261
7818,2020-12-01,GENE,N,Austria,GISAID,373,68
7819,2020-12-01,GENE,N,Bangladesh,GISAID,250,115
7820,2020-12-01,GENE,N,Barbados,GISAID,21,4
7821,2020-12-01,GENE,N,Belgium,GISAID,1253,431
7822,2020-12-01,GENE,N,Belize,GISAID,28,10
7823,2020-12-01,GENE,N,Bermuda,GISAID,16,3
7824,2020-12-01,GENE,N,Bosnia and Herzegovina,GISAID,16,2
7825,2020-12-01,GENE,N,Botswana,GISAID,47,19
7826,2020-12-01,GENE,N,Brazil,GISAID,3222,1030
7827,2020-12-01,GENE,N,Brunei Darussalam,GISAID,6,2
7828,2020-12-01,GENE,N,Bulgaria,GISAID,131,34
7829,2020-12-01,GENE,N,Burkina Faso,GISAID,148,50
7830,2020-12-01,GENE,N,Cambodia,GISAID,19,7
7831,2020-12-01,GENE,N,Cameroon,GISAID,85,28
7832,2020-12-01,GENE,N,Canada,GISAID,6968,1625
7833,2020-12-01,GENE,N,Cayman Islands,GISAID,15,4
7834,2020-12-01,GENE,N,Chile,GISAID,364,118
7835,2020-12-01,GENE,N,China,GISAID,12,11
7836,2020-12-01,GENE,N,Colombia,GISAID,159,50
7837,2020-12-01,GENE,N,Congo,GISAID,32,13
7838,2020-12-01,GENE,N,Costa Rica,GISAID,134,82
7839,2020-12-01,GENE,N,Côte d'Ivoire,GISAID,14,1
7840,2020-12-01,GENE,N,Croatia,GISAID,4,3
7841,2020-12-01,GENE,N,Cyprus,GISAID,10,5
7842,2020-12-01,GENE,N,Czechia,GISAID,30,15
7843,2020-12-01,GENE,N,Denmark,GISAID,24894,7957
7844,2020-12-01,GENE,N,Dominican Republic,GISAID,6,1
7845,2020-12-01,GENE,N,Ecuador,GISAID,55,21
7846,2020-12-01,GENE,N,Egypt,GISAID,136,62
7847,2020-12-01,GENE,N,Equatorial Guinea,GISAID,12,2
7848,2020-12-01,GENE,N,Estonia,GISAID,17,9
7849,2020-12-01,GENE,N,Eswatini,GISAID,8,1
7850,2020-12-01,GENE,N,Finland,GISAID,793,196
7851,2020-12-01,GENE,N,France,GISAID,1514,223
7852,2020-12-01,GENE,N,French Guiana,GISAID,9,1
7853,2020-12-01,GENE,N,Gabon,GISAID,6,1
7854,2020-12-01,GENE,N,Georgia,GISAID,4,1
7855,2020-12-01,GENE,N,Germany,GISAID,2586,981
7856,2020-12-01,GENE,N,Ghana,GISAID,98,30
7857,2020-12-01,GENE,N,Greece,GISAID,923,435
7858,2020-12-01,GENE,N,Guam,GISAID,19,7
7859,2020-12-01,GENE,N,Guatemala,GISAID,14,6
7860,2020-12-01,GENE,N,Guyana,GISAID,3,2
7861,2020-12-01,GENE,N,Haiti,GISAID,10,5
7862,2020-12-01,GENE,N,Hong Kong,GISAID,394,35
7863,2020-12-01,GENE,N,Iceland,GISAID,498,141
7864,2020-12-01,GENE,N,India,GISAID,3390,1095
7865,2020-12-01,GENE,N,Indonesia,GISAID,307,128
7866,2020-12-01,GENE,N,"Iran, Islamic Republic of",GISAID,45,31
7867,2020-12-01,GENE,N,Iraq,GISAID,14,2
7868,2020-12-01,GENE,N,Ireland,GISAID,746,124
7869,2020-12-01,GENE,N,Israel,GISAID,2736,1598
7870,2020-12-01,GENE,N,Italy,GISAID,2549,427
7871,2020-12-01,GENE,N,Jamaica,GISAID,12,2
7872,2020-12-01,GENE,N,Japan,GISAID,16313,6180
7873,2020-12-01,GENE,N,Jordan,GISAID,24,4
7874,2020-12-01,GENE,N,Kazakhstan,GISAID,53,25
7875,2020-12-01,GENE,N,Kenya,GISAID,105,28
7876,2020-12-01,GENE,N,Kuwait,GISAID,34,1
7877,2020-12-01,GENE,N,Latvia,GISAID,6,1
7878,2020-12-01,GENE,N,Lebanon,GISAID,14,4
7879,2020-12-01,GENE,N,Lesotho,GISAID,3,2
7880,2020-12-01,GENE,N,Liechtenstein,GISAID,23,1
7881,2020-12-01,GENE,N,Lithuania,GISAID,592,212
7882,2020-12-01,GENE,N,Luxembourg,GISAID,1939,601
7883,2020-12-01,GENE,N,Madagascar,GISAID,32,18
7884,2020-12-01,GENE,N,Malawi,GISAID,11,4
7885,2020-12-01,GENE,N,Malaysia,GISAID,110,10
7886,2020-12-01,GENE,N,Mauritius,GISAID,8,3
7887,2020-12-01,GENE,N,Mexico,GISAID,935,510
7888,2020-12-01,GENE,N,Mongolia,GISAID,6,3
7889,2020-12-01,GENE,N,Morocco,GISAID,31,12
7890,2020-12-01,GENE,N,Mozambique,GISAID,138,42
7891,2020-12-01,GENE,N,Netherlands,GISAID,3479,1115
7892,2020-12-01,GENE,N,New Zealand,GISAID,129,31
7893,2020-12-01,GENE,N,Nigeria,GISAID,177,73
7894,2020-12-01,GENE,N,Northern Mariana Islands,GISAID,6,2
7895,2020-12-01,GENE,N,North Macedonia,GISAID,109,74
7896,2020-12-01,GENE,N,Norway,GISAID,1172,400
7897,2020-12-01,GENE,N,Not available,GISAID,179,692
7898,2020-12-01,GENE,N,Oman,GISAID,8,2
7899,2020-12-01,GENE,N,Pakistan,GISAID,64,23
7900,2020-12-01,GENE,N,Panama,GISAID,143,56
7901,2020-12-01,GENE,N,Papua New Guinea,GISAID,45,4
7902,2020-12-01,GENE,N,Paraguay,GISAID,22,9
7903,2020-12-01,GENE,N,Peru,GISAID,516,270
7904,2020-12-01,GENE,N,Philippines,GISAID,1275,999
7905,2020-12-01,GENE,N,Poland,GISAID,242,136
7906,2020-12-01,GENE,N,Portugal,GISAID,823,170
7907,2020-12-01,GENE,N,Qatar,GISAID,297,73
7908,2020-12-01,GENE,N,Romania,GISAID,46,14
7909,2020-12-01,GENE,N,Russian Federation,GISAID,1101,466
7910,2020-12-01,GENE,N,Rwanda,GISAID,93,69
7911,2020-12-01,GENE,N,Saint Lucia,GISAID,19,4
7912,2020-12-01,GENE,N,Senegal,GISAID,122,35
7913,2020-12-01,GENE,N,Serbia,GISAID,49,26
7914,2020-12-01,GENE,N,Sierra Leone,GISAID,6,4
7915,2020-12-01,GENE,N,Singapore,GISAID,211,54
7916,2020-12-01,GENE,N,Slovakia,GISAID,164,45
7917,2020-12-01,GENE,N,Slovenia,GISAID,262,62
7918,2020-12-01,GENE,N,South Africa,GISAID,1684,392
7919,2020-12-01,GENE,N,Spain,GISAID,3637,557
7920,2020-12-01,GENE,N,Suriname,GISAID,54,14
7921,2020-12-01,GENE,N,Sweden,GISAID,1039,330
7922,2020-12-01,GENE,N,Switzerland,GISAID,10170,2702
7923,2020-12-01,GENE,N,"Taiwan, Province of China",GISAID,45,6
7924,2020-12-01,GENE,N,Thailand,GISAID,147,26
7925,2020-12-01,GENE,N,Togo,GISAID,29,14
7926,2020-12-01,GENE,N,Trinidad and Tobago,GISAID,13,11
7927,2020-12-01,GENE,N,Tunisia,GISAID,7,1
7928,2020-12-01,GENE,N,Turkey,GISAID,226,80
7929,2020-12-01,GENE,N,Uganda,GISAID,148,97
7930,2020-12-01,GENE,N,Ukraine,GISAID,2,1
7931,2020-12-01,GENE,N,United Arab Emirates,GISAID,226,67
7932,2020-12-01,GENE,N,United Kingdom,GISAID,130510,24427
7933,2020-12-01,GENE,N,United States,GISAID,62764,14524
7934,2020-12-01,GENE,N,Uruguay,GISAID,43,14
7935,2020-12-01,GENE,N,Uzbekistan,GISAID,10,2
7936,2020-12-01,GENE,N,Zambia,GISAID,33,1
7937,2020-12-01,GENE,N,Zimbabwe,GISAID,196,90
7938,2020-12-01,GENE,ORF10,Angola,GISAID,2,3
7939,2020-12-01,GENE,ORF10,Argentina,GISAID,7,6
7940,2020-12-01,GENE,ORF10,Australia,GISAID,12,2
7941,2020-12-01,GENE,ORF10,Belgium,GISAID,81,1
7942,2020-12-01,GENE,ORF10,Brazil,GISAID,28,11
7943,2020-12-01,GENE,ORF10,Burkina Faso,GISAID,0,3
7944,2020-12-01,GENE,ORF10,Cameroon,GISAID,0,2
7945,2020-12-01,GENE,ORF10,Canada,GISAID,46,29
7946,2020-12-01,GENE,ORF10,Colombia,GISAID,4,13
7947,2020-12-01,GENE,ORF10,Denmark,GISAID,9859,35
7948,2020-12-01,GENE,ORF10,Finland,GISAID,8,1
7949,2020-12-01,GENE,ORF10,France,GISAID,112,4
7950,2020-12-01,GENE,ORF10,Germany,GISAID,538,11
7951,2020-12-01,GENE,ORF10,Greece,GISAID,211,4
7952,2020-12-01,GENE,ORF10,Hong Kong,GISAID,9,1
7953,2020-12-01,GENE,ORF10,Iceland,GISAID,203,1
7954,2020-12-01,GENE,ORF10,India,GISAID,66,42
7955,2020-12-01,GENE,ORF10,Indonesia,GISAID,1,10
7956,2020-12-01,GENE,ORF10,Ireland,GISAID,169,2
7957,2020-12-01,GENE,ORF10,Israel,GISAID,78,2
7958,2020-12-01,GENE,ORF10,Italy,GISAID,749,2
7959,2020-12-01,GENE,ORF10,Japan,GISAID,94,292
7960,2020-12-01,GENE,ORF10,Kenya,GISAID,2,1
7961,2020-12-01,GENE,ORF10,Luxembourg,GISAID,291,10
7962,2020-12-01,GENE,ORF10,Mexico,GISAID,32,16
7963,2020-12-01,GENE,ORF10,Netherlands,GISAID,799,32
7964,2020-12-01,GENE,ORF10,New Zealand,GISAID,10,1
7965,2020-12-01,GENE,ORF10,Northern Mariana Islands,GISAID,0,1
7966,2020-12-01,GENE,ORF10,North Macedonia,GISAID,1,4
7967,2020-12-01,GENE,ORF10,Norway,GISAID,81,1
7968,2020-12-01,GENE,ORF10,Not available,GISAID,43,2
7969,2020-12-01,GENE,ORF10,Panama,GISAID,3,1
7970,2020-12-01,GENE,ORF10,Peru,GISAID,7,2
7971,2020-12-01,GENE,ORF10,Philippines,GISAID,23,4
7972,2020-12-01,GENE,ORF10,Portugal,GISAID,150,2
7973,2020-12-01,GENE,ORF10,Russian Federation,GISAID,14,3
7974,2020-12-01,GENE,ORF10,Singapore,GISAID,4,8
7975,2020-12-01,GENE,ORF10,South Africa,GISAID,16,6
